factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_rank(-(close - returns)/(adj_close - open), subindustry)"
"group_mean(-(close - returns)/(adj_close - open), subindustry)"
"group_zscore((close - returns)/(adj_close - high), subindustry)"
"group_rank((close - returns)/(adj_close - high), subindustry)"
"group_mean((close - returns)/(adj_close - high), subindustry)"
"group_zscore(-(close - returns)/(adj_close - high), subindustry)"
"group_rank(-(close - returns)/(adj_close - high), subindustry)"
"group_mean(-(close - returns)/(adj_close - high), subindustry)"
"group_zscore((close - returns)/(adj_close - low), subindustry)"
"group_rank((close - returns)/(adj_close - low), subindustry)"
"group_mean((close - returns)/(adj_close - low), subindustry)"
"group_zscore(-(close - returns)/(adj_close - low), subindustry)"
"group_rank(-(close - returns)/(adj_close - low), subindustry)"
"group_mean(-(close - returns)/(adj_close - low), subindustry)"
"group_zscore((close - returns)/(adj_close - close), subindustry)"
"group_rank((close - returns)/(adj_close - close), subindustry)"
"group_mean((close - returns)/(adj_close - close), subindustry)"
"group_zscore(-(close - returns)/(adj_close - close), subindustry)"
"group_rank(-(close - returns)/(adj_close - close), subindustry)"
"group_mean(-(close - returns)/(adj_close - close), subindustry)"
"group_zscore((close - returns)/(adj_close - vwap), subindustry)"
"group_rank((close - returns)/(adj_close - vwap), subindustry)"
"group_mean((close - returns)/(adj_close - vwap), subindustry)"
"group_zscore(-(close - returns)/(adj_close - vwap), subindustry)"
"group_rank(-(close - returns)/(adj_close - vwap), subindustry)"
"group_mean(-(close - returns)/(adj_close - vwap), subindustry)"
"group_zscore((close - returns)/(adj_close - returns), subindustry)"
"group_rank((close - returns)/(adj_close - returns), subindustry)"
"group_mean((close - returns)/(adj_close - returns), subindustry)"
"group_zscore(-(close - returns)/(adj_close - returns), subindustry)"
"group_rank(-(close - returns)/(adj_close - returns), subindustry)"
"group_mean(-(close - returns)/(adj_close - returns), subindustry)"
"group_zscore((close - adj_close)/(open - high), subindustry)"
"group_rank((close - adj_close)/(open - high), subindustry)"
"group_mean((close - adj_close)/(open - high), subindustry)"
"group_zscore(-(close - adj_close)/(open - high), subindustry)"
"group_rank(-(close - adj_close)/(open - high), subindustry)"
"group_mean(-(close - adj_close)/(open - high), subindustry)"
"group_zscore((close - adj_close)/(open - low), subindustry)"
"group_rank((close - adj_close)/(open - low), subindustry)"
"group_mean((close - adj_close)/(open - low), subindustry)"
"group_zscore(-(close - adj_close)/(open - low), subindustry)"
"group_rank(-(close - adj_close)/(open - low), subindustry)"
"group_mean(-(close - adj_close)/(open - low), subindustry)"
"group_zscore((close - adj_close)/(open - close), subindustry)"
"group_rank((close - adj_close)/(open - close), subindustry)"
"group_mean((close - adj_close)/(open - close), subindustry)"
"group_zscore(-(close - adj_close)/(open - close), subindustry)"
"group_rank(-(close - adj_close)/(open - close), subindustry)"
"group_mean(-(close - adj_close)/(open - close), subindustry)"
"group_zscore((close - adj_close)/(open - vwap), subindustry)"
"group_rank((close - adj_close)/(open - vwap), subindustry)"
"group_mean((close - adj_close)/(open - vwap), subindustry)"
"group_zscore(-(close - adj_close)/(open - vwap), subindustry)"
"group_rank(-(close - adj_close)/(open - vwap), subindustry)"
"group_mean(-(close - adj_close)/(open - vwap), subindustry)"
"group_zscore((close - adj_close)/(open - returns), subindustry)"
"group_rank((close - adj_close)/(open - returns), subindustry)"
"group_mean((close - adj_close)/(open - returns), subindustry)"
"group_zscore(-(close - adj_close)/(open - returns), subindustry)"
"group_rank(-(close - adj_close)/(open - returns), subindustry)"
"group_mean(-(close - adj_close)/(open - returns), subindustry)"
"group_zscore((close - adj_close)/(open - adj_close), subindustry)"
"group_rank((close - adj_close)/(open - adj_close), subindustry)"
"group_mean((close - adj_close)/(open - adj_close), subindustry)"
"group_zscore(-(close - adj_close)/(open - adj_close), subindustry)"
"group_rank(-(close - adj_close)/(open - adj_close), subindustry)"
"group_mean(-(close - adj_close)/(open - adj_close), subindustry)"
"group_zscore((close - adj_close)/(high - open), subindustry)"
"group_rank((close - adj_close)/(high - open), subindustry)"
"group_mean((close - adj_close)/(high - open), subindustry)"
"group_zscore(-(close - adj_close)/(high - open), subindustry)"
"group_rank(-(close - adj_close)/(high - open), subindustry)"
"group_mean(-(close - adj_close)/(high - open), subindustry)"
"group_zscore((close - adj_close)/(high - low), subindustry)"
"group_rank((close - adj_close)/(high - low), subindustry)"
"group_mean((close - adj_close)/(high - low), subindustry)"
"group_zscore(-(close - adj_close)/(high - low), subindustry)"
"group_rank(-(close - adj_close)/(high - low), subindustry)"
"group_mean(-(close - adj_close)/(high - low), subindustry)"
"group_zscore((close - adj_close)/(high - close), subindustry)"
"group_rank((close - adj_close)/(high - close), subindustry)"
"group_mean((close - adj_close)/(high - close), subindustry)"
"group_zscore(-(close - adj_close)/(high - close), subindustry)"
"group_rank(-(close - adj_close)/(high - close), subindustry)"
"group_mean(-(close - adj_close)/(high - close), subindustry)"
"group_zscore((close - adj_close)/(high - vwap), subindustry)"
"group_rank((close - adj_close)/(high - vwap), subindustry)"
"group_mean((close - adj_close)/(high - vwap), subindustry)"
"group_zscore(-(close - adj_close)/(high - vwap), subindustry)"
"group_rank(-(close - adj_close)/(high - vwap), subindustry)"
"group_mean(-(close - adj_close)/(high - vwap), subindustry)"
"group_zscore((close - adj_close)/(high - returns), subindustry)"
"group_rank((close - adj_close)/(high - returns), subindustry)"
"group_mean((close - adj_close)/(high - returns), subindustry)"
"group_zscore(-(close - adj_close)/(high - returns), subindustry)"
"group_rank(-(close - adj_close)/(high - returns), subindustry)"
"group_mean(-(close - adj_close)/(high - returns), subindustry)"
"group_zscore((close - adj_close)/(high - adj_close), subindustry)"
"group_rank((close - adj_close)/(high - adj_close), subindustry)"
"group_mean((close - adj_close)/(high - adj_close), subindustry)"
"group_zscore(-(close - adj_close)/(high - adj_close), subindustry)"
"group_rank(-(close - adj_close)/(high - adj_close), subindustry)"
"group_mean(-(close - adj_close)/(high - adj_close), subindustry)"
"group_zscore((close - adj_close)/(low - open), subindustry)"
"group_rank((close - adj_close)/(low - open), subindustry)"
"group_mean((close - adj_close)/(low - open), subindustry)"
"group_zscore(-(close - adj_close)/(low - open), subindustry)"
"group_rank(-(close - adj_close)/(low - open), subindustry)"
"group_mean(-(close - adj_close)/(low - open), subindustry)"
"group_zscore((close - adj_close)/(low - high), subindustry)"
"group_rank((close - adj_close)/(low - high), subindustry)"
"group_mean((close - adj_close)/(low - high), subindustry)"
"group_zscore(-(close - adj_close)/(low - high), subindustry)"
"group_rank(-(close - adj_close)/(low - high), subindustry)"
"group_mean(-(close - adj_close)/(low - high), subindustry)"
"group_zscore((close - adj_close)/(low - close), subindustry)"
"group_rank((close - adj_close)/(low - close), subindustry)"
"group_mean((close - adj_close)/(low - close), subindustry)"
"group_zscore(-(close - adj_close)/(low - close), subindustry)"
"group_rank(-(close - adj_close)/(low - close), subindustry)"
"group_mean(-(close - adj_close)/(low - close), subindustry)"
"group_zscore((close - adj_close)/(low - vwap), subindustry)"
"group_rank((close - adj_close)/(low - vwap), subindustry)"
"group_mean((close - adj_close)/(low - vwap), subindustry)"
"group_zscore(-(close - adj_close)/(low - vwap), subindustry)"
"group_rank(-(close - adj_close)/(low - vwap), subindustry)"
"group_mean(-(close - adj_close)/(low - vwap), subindustry)"
"group_zscore((close - adj_close)/(low - returns), subindustry)"
"group_rank((close - adj_close)/(low - returns), subindustry)"
"group_mean((close - adj_close)/(low - returns), subindustry)"
"group_zscore(-(close - adj_close)/(low - returns), subindustry)"
"group_rank(-(close - adj_close)/(low - returns), subindustry)"
"group_mean(-(close - adj_close)/(low - returns), subindustry)"
"group_zscore((close - adj_close)/(low - adj_close), subindustry)"
"group_rank((close - adj_close)/(low - adj_close), subindustry)"
"group_mean((close - adj_close)/(low - adj_close), subindustry)"
"group_zscore(-(close - adj_close)/(low - adj_close), subindustry)"
"group_rank(-(close - adj_close)/(low - adj_close), subindustry)"
"group_mean(-(close - adj_close)/(low - adj_close), subindustry)"
"group_zscore((close - adj_close)/(close - open), subindustry)"
"group_rank((close - adj_close)/(close - open), subindustry)"
"group_mean((close - adj_close)/(close - open), subindustry)"
"group_zscore(-(close - adj_close)/(close - open), subindustry)"
"group_rank(-(close - adj_close)/(close - open), subindustry)"
"group_mean(-(close - adj_close)/(close - open), subindustry)"
"group_zscore((close - adj_close)/(close - high), subindustry)"
"group_rank((close - adj_close)/(close - high), subindustry)"
"group_mean((close - adj_close)/(close - high), subindustry)"
"group_zscore(-(close - adj_close)/(close - high), subindustry)"
"group_rank(-(close - adj_close)/(close - high), subindustry)"
"group_mean(-(close - adj_close)/(close - high), subindustry)"
"group_zscore((close - adj_close)/(close - low), subindustry)"
"group_rank((close - adj_close)/(close - low), subindustry)"
"group_mean((close - adj_close)/(close - low), subindustry)"
"group_zscore(-(close - adj_close)/(close - low), subindustry)"
"group_rank(-(close - adj_close)/(close - low), subindustry)"
"group_mean(-(close - adj_close)/(close - low), subindustry)"
"group_zscore((close - adj_close)/(close - vwap), subindustry)"
"group_rank((close - adj_close)/(close - vwap), subindustry)"
"group_mean((close - adj_close)/(close - vwap), subindustry)"
"group_zscore(-(close - adj_close)/(close - vwap), subindustry)"
"group_rank(-(close - adj_close)/(close - vwap), subindustry)"
"group_mean(-(close - adj_close)/(close - vwap), subindustry)"
"group_zscore((close - adj_close)/(close - returns), subindustry)"
"group_rank((close - adj_close)/(close - returns), subindustry)"
"group_mean((close - adj_close)/(close - returns), subindustry)"
"group_zscore(-(close - adj_close)/(close - returns), subindustry)"
"group_rank(-(close - adj_close)/(close - returns), subindustry)"
"group_mean(-(close - adj_close)/(close - returns), subindustry)"
"group_zscore((close - adj_close)/(close - adj_close), subindustry)"
"group_rank((close - adj_close)/(close - adj_close), subindustry)"
"group_mean((close - adj_close)/(close - adj_close), subindustry)"
"group_zscore(-(close - adj_close)/(close - adj_close), subindustry)"
"group_rank(-(close - adj_close)/(close - adj_close), subindustry)"
"group_mean(-(close - adj_close)/(close - adj_close), subindustry)"
"group_zscore((close - adj_close)/(vwap - open), subindustry)"
"group_rank((close - adj_close)/(vwap - open), subindustry)"
"group_mean((close - adj_close)/(vwap - open), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - open), subindustry)"
"group_rank(-(close - adj_close)/(vwap - open), subindustry)"
"group_mean(-(close - adj_close)/(vwap - open), subindustry)"
"group_zscore((close - adj_close)/(vwap - high), subindustry)"
"group_rank((close - adj_close)/(vwap - high), subindustry)"
"group_mean((close - adj_close)/(vwap - high), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - high), subindustry)"
"group_rank(-(close - adj_close)/(vwap - high), subindustry)"
"group_mean(-(close - adj_close)/(vwap - high), subindustry)"
"group_zscore((close - adj_close)/(vwap - low), subindustry)"
"group_rank((close - adj_close)/(vwap - low), subindustry)"
"group_mean((close - adj_close)/(vwap - low), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - low), subindustry)"
"group_rank(-(close - adj_close)/(vwap - low), subindustry)"
"group_mean(-(close - adj_close)/(vwap - low), subindustry)"
"group_zscore((close - adj_close)/(vwap - close), subindustry)"
"group_rank((close - adj_close)/(vwap - close), subindustry)"
"group_mean((close - adj_close)/(vwap - close), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - close), subindustry)"
"group_rank(-(close - adj_close)/(vwap - close), subindustry)"
"group_mean(-(close - adj_close)/(vwap - close), subindustry)"
"group_zscore((close - adj_close)/(vwap - returns), subindustry)"
"group_rank((close - adj_close)/(vwap - returns), subindustry)"
"group_mean((close - adj_close)/(vwap - returns), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - returns), subindustry)"
"group_rank(-(close - adj_close)/(vwap - returns), subindustry)"
"group_mean(-(close - adj_close)/(vwap - returns), subindustry)"
"group_zscore((close - adj_close)/(vwap - adj_close), subindustry)"
"group_rank((close - adj_close)/(vwap - adj_close), subindustry)"
"group_mean((close - adj_close)/(vwap - adj_close), subindustry)"
"group_zscore(-(close - adj_close)/(vwap - adj_close), subindustry)"
"group_rank(-(close - adj_close)/(vwap - adj_close), subindustry)"
"group_mean(-(close - adj_close)/(vwap - adj_close), subindustry)"
"group_zscore((close - adj_close)/(returns - open), subindustry)"
"group_rank((close - adj_close)/(returns - open), subindustry)"
"group_mean((close - adj_close)/(returns - open), subindustry)"
"group_zscore(-(close - adj_close)/(returns - open), subindustry)"
"group_rank(-(close - adj_close)/(returns - open), subindustry)"
"group_mean(-(close - adj_close)/(returns - open), subindustry)"
"group_zscore((close - adj_close)/(returns - high), subindustry)"
"group_rank((close - adj_close)/(returns - high), subindustry)"
"group_mean((close - adj_close)/(returns - high), subindustry)"
"group_zscore(-(close - adj_close)/(returns - high), subindustry)"
